algorithm,n,test_type,bins_used,waste,runtime_ms,approx_ratio
FirstFit,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0006,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0005,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0005,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0009,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0009,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0009,1.0000
NextFit,8,random_uniform,8,2.567920,0.0007,1.0000
FirstFit,8,random_uniform,8,2.567920,0.0004,1.0000
BestFit,8,random_uniform,8,2.567920,0.0009,1.0000
FFD,8,random_uniform,8,2.567920,0.0005,1.0000
BFD,8,random_uniform,8,2.567920,0.0008,1.0000
NextFit,8,random_normal,8,2.767078,0.0005,1.0000
FirstFit,8,random_normal,8,2.767078,0.0003,1.0000
BestFit,8,random_normal,8,2.767078,0.0008,1.0000
FFD,8,random_normal,8,2.767078,0.0005,1.0000
BFD,8,random_normal,8,2.767078,0.0006,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0007,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0004,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0008,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0003,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0006,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0007,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0006,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0007,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0004,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0003,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0006,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0003,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0007,1.0000
NextFit,8,random_uniform,6,1.695463,0.0007,1.0000
FirstFit,8,random_uniform,6,1.695463,0.0004,1.0000
BestFit,8,random_uniform,6,1.695463,0.0007,1.0000
FFD,8,random_uniform,6,1.695463,0.0004,1.0000
BFD,8,random_uniform,6,1.695463,0.0008,1.0000
NextFit,8,random_normal,7,2.662614,0.0006,1.1667
FirstFit,8,random_normal,7,2.662614,0.0004,1.1667
BestFit,8,random_normal,7,2.662614,0.0007,1.1667
FFD,8,random_normal,6,1.662614,0.0004,1.0000
BFD,8,random_normal,6,1.662614,0.0006,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0007,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0004,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0007,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0003,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0006,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0002,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0002,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0003,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0003,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0006,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0004,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0007,1.0000
NextFit,8,random_uniform,6,1.792217,0.0006,1.2000
FirstFit,8,random_uniform,5,0.792217,0.0004,1.0000
BestFit,8,random_uniform,5,0.792217,0.0009,1.0000
FFD,8,random_uniform,5,0.792217,0.0004,1.0000
BFD,8,random_uniform,5,0.792217,0.0008,1.0000
NextFit,8,random_normal,6,1.894205,0.0006,1.2000
FirstFit,8,random_normal,5,0.894205,0.0004,1.0000
BestFit,8,random_normal,5,0.894205,0.0006,1.0000
FFD,8,random_normal,5,0.894205,0.0004,1.0000
BFD,8,random_normal,5,0.894205,0.0008,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0005,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0003,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0007,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0006,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0007,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0002,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0005,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0004,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0005,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0004,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0006,1.0000
NextFit,8,random_uniform,6,1.667158,0.0007,1.0000
FirstFit,8,random_uniform,6,1.667158,0.0004,1.0000
BestFit,8,random_uniform,6,1.667158,0.0006,1.0000
FFD,8,random_uniform,6,1.667158,0.0004,1.0000
BFD,8,random_uniform,6,1.667158,0.0008,1.0000
NextFit,8,random_normal,6,1.625208,0.0007,1.0000
FirstFit,8,random_normal,6,1.625208,0.0004,1.0000
BestFit,8,random_normal,6,1.625208,0.0007,1.0000
FFD,8,random_normal,6,1.625208,0.0005,1.0000
BFD,8,random_normal,6,1.625208,0.0007,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0005,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0004,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0007,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0003,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0006,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0002,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0003,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0003,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0005,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0005,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0006,1.0000
NextFit,8,random_uniform,7,1.685690,0.0006,1.0000
FirstFit,8,random_uniform,7,1.685690,0.0004,1.0000
BestFit,8,random_uniform,7,1.685690,0.0008,1.0000
FFD,8,random_uniform,7,1.685690,0.0004,1.0000
BFD,8,random_uniform,7,1.685690,0.0007,1.0000
NextFit,8,random_normal,8,3.202933,0.0006,1.1429
FirstFit,8,random_normal,7,2.202933,0.0004,1.0000
BestFit,8,random_normal,7,2.202933,0.0007,1.0000
FFD,8,random_normal,7,2.202933,0.0004,1.0000
BFD,8,random_normal,7,2.202933,0.0007,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0007,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0003,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0006,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0003,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0006,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0002,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0003,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0003,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0005,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0005,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0007,1.0000
NextFit,8,random_uniform,6,1.509307,0.0010,1.0000
FirstFit,8,random_uniform,6,1.509307,0.0004,1.0000
BestFit,8,random_uniform,6,1.509307,0.0007,1.0000
FFD,8,random_uniform,6,1.509307,0.0005,1.0000
BFD,8,random_uniform,6,1.509307,0.0007,1.0000
NextFit,8,random_normal,7,2.533755,0.0006,1.1667
FirstFit,8,random_normal,6,1.533755,0.0005,1.0000
BestFit,8,random_normal,6,1.533755,0.0008,1.0000
FFD,8,random_normal,6,1.533755,0.0006,1.0000
BFD,8,random_normal,6,1.533755,0.0011,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0008,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0004,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0007,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0003,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0006,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0002,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0003,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0003,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0005,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0004,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0007,1.0000
NextFit,8,random_uniform,6,1.999249,0.0007,1.2000
FirstFit,8,random_uniform,5,0.999249,0.0004,1.0000
BestFit,8,random_uniform,5,0.999249,0.0007,1.0000
FFD,8,random_uniform,5,0.999249,0.0005,1.0000
BFD,8,random_uniform,5,0.999249,0.0008,1.0000
NextFit,8,random_normal,4,0.990695,0.0004,1.0000
FirstFit,8,random_normal,4,0.990695,0.0004,1.0000
BestFit,8,random_normal,4,0.990695,0.0006,1.0000
FFD,8,random_normal,4,0.990695,0.0006,1.0000
BFD,8,random_normal,4,0.990695,0.0007,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0007,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0004,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0006,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0003,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0006,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0002,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0002,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0003,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0003,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0005,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0004,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0007,1.0000
NextFit,8,random_uniform,7,1.578158,0.0008,1.0000
FirstFit,8,random_uniform,7,1.578158,0.0003,1.0000
BestFit,8,random_uniform,7,1.578158,0.0008,1.0000
FFD,8,random_uniform,7,1.578158,0.0004,1.0000
BFD,8,random_uniform,7,1.578158,0.0008,1.0000
NextFit,8,random_normal,7,2.380255,0.0014,1.0000
FirstFit,8,random_normal,7,2.380255,0.0006,1.0000
BestFit,8,random_normal,7,2.380255,0.0011,1.0000
FFD,8,random_normal,7,2.380255,0.0007,1.0000
BFD,8,random_normal,7,2.380255,0.0011,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0008,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0004,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0009,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0005,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0009,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0007,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0007,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0012,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0007,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0010,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0012,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0010,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0011,1.0000
NextFit,8,random_uniform,5,1.863106,0.0010,1.2500
FirstFit,8,random_uniform,4,0.863106,0.0005,1.0000
BestFit,8,random_uniform,4,0.863106,0.0014,1.0000
FFD,8,random_uniform,4,0.863106,0.0008,1.0000
BFD,8,random_uniform,4,0.863106,0.0011,1.0000
NextFit,8,random_normal,4,0.632909,0.0005,1.0000
FirstFit,8,random_normal,4,0.632909,0.0005,1.0000
BestFit,8,random_normal,4,0.632909,0.0008,1.0000
FFD,8,random_normal,4,0.632909,0.0006,1.0000
BFD,8,random_normal,4,0.632909,0.0009,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0009,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0005,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0012,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0007,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0012,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0009,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0007,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0005,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0004,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0008,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0009,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0013,1.0000
NextFit,8,random_uniform,5,1.513471,0.0006,1.2500
FirstFit,8,random_uniform,4,0.513471,0.0006,1.0000
BestFit,8,random_uniform,4,0.513471,0.0006,1.0000
FFD,8,random_uniform,4,0.513471,0.0006,1.0000
BFD,8,random_uniform,4,0.513471,0.0009,1.0000
NextFit,8,random_normal,5,1.320655,0.0006,1.2500
FirstFit,8,random_normal,4,0.320655,0.0006,1.0000
BestFit,8,random_normal,4,0.320655,0.0010,1.0000
FFD,8,random_normal,4,0.320655,0.0004,1.0000
BFD,8,random_normal,4,0.320655,0.0009,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0006,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0004,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0007,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0004,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0007,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0006,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0003,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0004,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0005,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0004,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0007,1.0000
NextFit,8,random_uniform,4,1.071064,0.0006,1.3333
FirstFit,8,random_uniform,4,1.071064,0.0003,1.3333
BestFit,8,random_uniform,4,1.071064,0.0006,1.3333
FFD,8,random_uniform,3,0.071064,0.0005,1.0000
BFD,8,random_uniform,3,0.071064,0.0007,1.0000
NextFit,8,random_normal,4,0.797415,0.0004,1.0000
FirstFit,8,random_normal,4,0.797415,0.0004,1.0000
BestFit,8,random_normal,4,0.797415,0.0005,1.0000
FFD,8,random_normal,4,0.797415,0.0005,1.0000
BFD,8,random_normal,4,0.797415,0.0012,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0009,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0005,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0009,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0005,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0009,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0007,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0006,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0004,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0004,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0008,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0007,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0008,1.0000
NextFit,8,random_uniform,4,0.505301,0.0008,1.0000
FirstFit,8,random_uniform,4,0.505301,0.0007,1.0000
BestFit,8,random_uniform,4,0.505301,0.0008,1.0000
FFD,8,random_uniform,4,0.505301,0.0005,1.0000
BFD,8,random_uniform,4,0.505301,0.0010,1.0000
NextFit,8,random_normal,4,0.569701,0.0006,1.0000
FirstFit,8,random_normal,4,0.569701,0.0005,1.0000
BestFit,8,random_normal,4,0.569701,0.0008,1.0000
FFD,8,random_normal,4,0.569701,0.0007,1.0000
BFD,8,random_normal,4,0.569701,0.0009,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0008,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0004,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0008,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0005,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0008,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0006,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0004,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0004,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0007,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0007,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0008,1.0000
NextFit,8,random_uniform,6,1.514707,0.0011,1.0000
FirstFit,8,random_uniform,6,1.514707,0.0005,1.0000
BestFit,8,random_uniform,6,1.514707,0.0009,1.0000
FFD,8,random_uniform,6,1.514707,0.0005,1.0000
BFD,8,random_uniform,6,1.514707,0.0010,1.0000
NextFit,8,random_normal,6,1.938041,0.0006,1.2000
FirstFit,8,random_normal,5,0.938041,0.0004,1.0000
BestFit,8,random_normal,5,0.938041,0.0010,1.0000
FFD,8,random_normal,5,0.938041,0.0005,1.0000
BFD,8,random_normal,5,0.938041,0.0011,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0008,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0004,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0008,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0005,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0009,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0004,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0006,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0006,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0004,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0005,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0009,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0008,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0007,1.0000
NextFit,8,random_uniform,5,1.524202,0.0010,1.2500
FirstFit,8,random_uniform,4,0.524202,0.0005,1.0000
BestFit,8,random_uniform,4,0.524202,0.0010,1.0000
FFD,8,random_uniform,4,0.524202,0.0005,1.0000
BFD,8,random_uniform,4,0.524202,0.0009,1.0000
NextFit,8,random_normal,5,1.337898,0.0006,1.2500
FirstFit,8,random_normal,5,1.337898,0.0005,1.2500
BestFit,8,random_normal,5,1.337898,0.0009,1.2500
FFD,8,random_normal,4,0.337898,0.0006,1.0000
BFD,8,random_normal,4,0.337898,0.0011,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0014,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0005,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0010,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0004,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0008,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0003,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0006,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0007,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0004,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0005,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0008,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0006,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0011,1.0000
NextFit,8,random_uniform,6,1.882719,0.0012,1.2000
FirstFit,8,random_uniform,6,1.882719,0.0010,1.2000
BestFit,8,random_uniform,6,1.882719,0.0013,1.2000
FFD,8,random_uniform,5,0.882719,0.0007,1.0000
BFD,8,random_uniform,5,0.882719,0.0013,1.0000
NextFit,8,random_normal,5,0.990112,0.0019,1.0000
FirstFit,8,random_normal,5,0.990112,0.0008,1.0000
BestFit,8,random_normal,5,0.990112,0.0023,1.0000
FFD,8,random_normal,5,0.990112,0.0012,1.0000
BFD,8,random_normal,5,0.990112,0.0018,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0016,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0008,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0015,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0009,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0014,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0011,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0009,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0017,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0012,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0017,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0010,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0009,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0011,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0012,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0016,1.0000
NextFit,8,random_uniform,7,2.774599,0.0016,1.4000
FirstFit,8,random_uniform,6,1.774599,0.0009,1.2000
BestFit,8,random_uniform,6,1.774599,0.0018,1.2000
FFD,8,random_uniform,5,0.774599,0.0010,1.0000
BFD,8,random_uniform,5,0.774599,0.0017,1.0000
NextFit,8,random_normal,5,1.074281,0.0008,1.0000
FirstFit,8,random_normal,5,1.074281,0.0006,1.0000
BestFit,8,random_normal,5,1.074281,0.0012,1.0000
FFD,8,random_normal,5,1.074281,0.0008,1.0000
BFD,8,random_normal,5,1.074281,0.0012,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0008,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0007,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0012,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0008,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0013,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0005,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0009,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0007,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0012,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0007,1.0000
FirstFit,8,adversarial_mixed,3,0.100000,0.0007,1.0000
BestFit,8,adversarial_mixed,3,0.100000,0.0011,1.0000
FFD,8,adversarial_mixed,3,0.100000,0.0007,1.0000
BFD,8,adversarial_mixed,3,0.100000,0.0013,1.0000
NextFit,8,random_uniform,7,2.808469,0.0011,1.4000
FirstFit,8,random_uniform,6,1.808469,0.0006,1.2000
BestFit,8,random_uniform,6,1.808469,0.0011,1.2000
FFD,8,random_uniform,5,0.808469,0.0008,1.0000
BFD,8,random_uniform,5,0.808469,0.0012,1.0000
NextFit,8,random_normal,7,2.456011,0.0024,1.1667
FirstFit,8,random_normal,6,1.456011,0.0009,1.0000
BestFit,8,random_normal,6,1.456011,0.0019,1.0000
FFD,8,random_normal,6,1.456011,0.0010,1.0000
BFD,8,random_normal,6,1.456011,0.0016,1.0000
NextFit,8,adversarial_over_half,8,3.920000,0.0016,1.0000
FirstFit,8,adversarial_over_half,8,3.920000,0.0009,1.0000
BestFit,8,adversarial_over_half,8,3.920000,0.0016,1.0000
FFD,8,adversarial_over_half,8,3.920000,0.0009,1.0000
BFD,8,adversarial_over_half,8,3.920000,0.0016,1.0000
NextFit,8,adversarial_harmonic,2,0.171032,0.0006,1.0000
FirstFit,8,adversarial_harmonic,2,0.171032,0.0006,1.0000
BestFit,8,adversarial_harmonic,2,0.171032,0.0012,1.0000
FFD,8,adversarial_harmonic,2,0.171032,0.0006,1.0000
BFD,8,adversarial_harmonic,2,0.171032,0.0011,1.0000
NextFit,8,adversarial_mixed,3,0.100000,0.0006,1.0000
